MonthlyMinutes,TotalRecurringCharge,PercChangeMinutes,UniqueSubs,Handsets,CurrentEquipmentDays,HandsetRefurbished,HandsetWebCapable,RetentionCalls,RetentionOffersAccepted,CreditRating
954.0,30.0,-67.0,1,3.0,339.0,1,1,0,0,0
60.0,30.0,25.0,1,1.0,1037.0,0,1,0,0,0
927.0,55.0,-177.0,1,4.0,304.0,0,1,0,0,4
160.0,32.0,-103.0,2,2.0,604.0,0,1,0,0,0
398.0,50.0,11.0,1,2.0,316.0,0,1,0,0,3
278.0,30.0,-39.0,1,2.0,759.0,0,1,0,0,0
202.0,55.0,-40.0,1,2.0,225.0,0,1,0,0,3
1156.0,70.0,327.0,1,8.0,111.0,0,1,0,0,3
41.0,30.0,-14.0,1,1.0,867.0,0,1,0,0,2
15.0,15.0,-9.0,1,2.0,196.0,0,0,0,0,0
288.0,70.0,2.0,2,2.0,661.0,0,1,0,0,2
38.0,25.0,14.0,1,2.0,767.0,0,1,0,0,0
63.0,17.0,73.0,1,1.0,867.0,0,1,0,0,0
2824.0,110.0,-129.0,1,4.0,107.0,0,1,0,0,0
1208.0,150.0,31.0,1,3.0,105.0,0,1,0,0,0
97.0,30.0,15.0,2,2.0,601.0,0,1,0,0,2
430.0,40.0,-86.0,1,1.0,867.0,0,0,0,0,2
270.0,50.0,50.0,1,1.0,929.0,0,0,0,0,0
1475.0,129.0,-77.0,2,2.0,451.0,0,1,0,0,0
32.0,60.0,-2.0,5,1.0,929.0,0,1,0,0,0
1071.0,82.0,-707.0,1,5.0,61.0,0,1,1,1,2
86.0,30.0,-20.0,1,1.0,1035.0,0,1,0,0,0
651.0,45.0,283.0,1,1.0,866.0,0,0,0,0,3
85.0,15.0,-85.0,1,1.0,866.0,0,1,0,0,4
190.0,34.0,213.0,1,3.0,45.0,0,1,0,0,3
344.0,30.0,-66.0,1,3.0,207.0,0,1,2,1,6
967.0,60.0,-497.0,1,3.0,488.0,0,1,0,0,2
536.0,85.0,-19.0,2,3.0,86.0,0,1,0,0,0
966.0,85.0,-966.0,1,5.0,96.0,0,1,0,0,2
878.0,75.0,-106.0,1,2.0,484.0,0,1,0,0,0
766.0,75.0,107.0,1,4.0,120.0,1,1,0,0,0
51.0,45.0,22.0,1,4.0,256.0,0,1,0,0,3
58.0,42.0,68.0,2,4.0,360.0,0,1,0,0,0
850.0,55.0,-100.0,1,3.0,414.0,0,1,0,0,3
916.0,70.0,-147.0,2,3.0,34.0,0,1,0,0,0
15.0,17.0,2.0,1,1.0,974.0,0,0,0,0,0
428.0,72.0,-176.0,2,3.0,284.0,1,1,0,0,0
413.0,10.0,-6.0,5,4.0,559.0,0,1,0,0,0
654.0,60.0,-66.0,1,4.0,73.0,0,1,0,0,0
2288.0,100.0,-816.0,1,6.0,21.0,0,1,0,0,6
82.0,45.0,-22.0,1,1.0,865.0,0,0,0,0,0
198.0,52.0,-166.0,2,3.0,420.0,0,1,0,0,0
4.0,17.0,0.0,2,1.0,973.0,0,0,0,0,0
1632.0,95.0,5.0,1,2.0,263.0,0,1,0,0,2
64.0,30.0,13.0,2,1.0,1034.0,0,1,0,0,2
136.0,50.0,34.0,2,1.0,865.0,0,0,0,0,0
2128.0,85.0,-322.0,2,3.0,438.0,0,1,0,0,0
350.0,85.0,14.0,2,2.0,377.0,0,1,0,0,2
962.0,57.0,21.0,1,5.0,56.0,0,1,1,1,4
413.0,50.0,-96.0,1,1.0,865.0,0,1,0,0,0
792.0,50.0,-82.0,2,3.0,524.0,0,1,0,0,0
38.0,30.0,-4.0,2,1.0,973.0,0,0,0,0,2
537.0,60.0,41.0,2,2.0,315.0,0,1,0,0,0
426.0,55.0,-163.0,2,2.0,452.0,0,1,0,0,0
18.0,30.0,-12.0,1,3.0,129.0,0,1,0,0,0
62.0,30.0,-33.0,1,1.0,1033.0,0,0,0,0,0
287.0,30.0,-46.0,2,2.0,121.0,0,1,0,0,0
246.0,30.0,32.0,1,3.0,459.0,0,1,0,0,0
1.0,10.0,-1.0,2,2.0,234.0,0,1,0,0,0
385.0,30.0,-222.0,1,2.0,58.0,0,1,0,0,0
98.0,30.0,105.0,1,4.0,717.0,1,1,0,0,2
954.0,60.0,-119.0,1,4.0,364.0,0,1,0,0,3
273.0,30.0,-13.0,1,2.0,425.0,0,1,0,0,0
380.0,35.0,-46.0,2,3.0,398.0,0,1,0,0,0
114.0,30.0,16.0,1,2.0,315.0,0,1,0,0,2
459.0,60.0,-7.0,1,4.0,707.0,0,1,1,0,5
3.0,30.0,0.0,1,1.0,926.0,0,0,0,0,0
312.0,50.0,0.0,1,3.0,222.0,0,1,0,0,0
13.0,32.0,-4.0,2,2.0,826.0,0,1,0,0,0
120.0,30.0,42.0,2,1.0,863.0,0,1,0,0,0
945.0,60.0,-223.0,1,6.0,119.0,0,1,0,0,3
2536.0,151.0,-241.0,1,6.0,320.0,0,1,0,0,3
834.0,100.0,-446.0,3,4.0,418.0,1,0,0,0,2
1527.0,55.0,684.0,4,5.0,134.0,0,1,0,0,0
180.0,30.0,24.0,2,1.0,1032.0,0,1,0,0,0
222.0,30.0,-118.0,2,2.0,525.0,0,1,0,0,2
48.0,30.0,9.0,1,1.0,971.0,0,1,0,0,0
1030.0,84.0,4.0,2,1.0,925.0,0,1,0,0,0
163.0,50.0,20.0,1,3.0,487.0,0,1,0,0,0
24.0,30.0,-16.0,1,1.0,925.0,0,0,0,0,0
126.0,30.0,-82.0,1,1.0,971.0,0,1,0,0,0
1519.0,55.0,597.0,2,7.0,40.0,0,1,0,0,6
16.0,17.0,-6.0,1,2.0,222.0,0,1,0,0,0
83.0,32.0,66.0,2,1.0,863.0,1,1,0,0,0
20.0,17.0,13.0,1,1.0,1032.0,0,1,0,0,0
1690.0,75.0,-48.0,1,4.0,125.0,0,1,0,0,3
90.0,30.0,-73.0,1,1.0,1032.0,0,0,0,0,1
550.0,40.0,38.0,1,3.0,136.0,1,1,0,0,0
54.0,35.0,-32.0,2,4.0,605.0,0,1,0,0,0
231.0,18.0,-186.0,2,2.0,862.0,0,1,1,1,0
2185.0,85.0,376.0,1,6.0,104.0,1,1,1,0,3
1084.0,60.0,280.0,1,2.0,69.0,0,1,0,0,0
499.0,55.0,-119.0,2,1.0,924.0,0,1,0,0,2
1269.0,50.0,-150.0,2,4.0,203.0,0,1,0,0,4
763.0,85.0,231.0,3,2.0,415.0,0,1,0,0,0
134.0,31.0,-10.0,2,2.0,616.0,1,1,0,0,2
391.0,45.0,-70.0,2,2.0,917.0,0,1,0,0,0
553.0,60.0,103.0,1,2.0,65.0,0,1,0,0,4
419.0,30.0,-83.0,3,1.0,862.0,0,1,0,0,0
78.0,30.0,7.0,1,1.0,862.0,0,1,0,0,0
154.0,29.0,12.0,1,5.0,200.0,0,1,1,1,2
214.0,95.0,-34.0,6,1.0,924.0,0,1,0,0,0
92.0,17.0,-4.0,1,1.0,1031.0,0,1,0,0,0
214.0,60.0,-122.0,2,1.0,862.0,0,1,0,0,0
343.0,50.0,109.0,1,2.0,344.0,0,1,0,0,0
74.0,30.0,-59.0,1,1.0,923.0,0,0,0,0,0
785.0,70.0,76.0,1,2.0,104.0,0,1,0,0,3
4.0,13.0,0.0,1,1.0,922.0,0,1,0,0,0
271.0,35.0,79.0,2,2.0,303.0,0,1,0,0,3
222.0,45.0,-43.0,1,2.0,516.0,0,1,0,0,4
31.0,30.0,49.0,1,1.0,711.0,0,1,0,0,0
2087.0,95.0,354.0,1,4.0,70.0,0,1,0,0,2
3.0,30.0,-3.0,1,1.0,1030.0,0,1,0,0,0
418.0,50.0,-418.0,1,1.0,1030.0,0,0,1,0,0
80.0,45.0,64.0,1,2.0,166.0,0,1,1,1,3
155.0,25.0,16.0,1,2.0,109.0,0,1,0,0,2
303.0,45.0,-16.0,1,1.0,861.0,0,1,1,1,0
17.0,30.0,-7.0,1,1.0,969.0,0,1,0,0,0
78.0,50.0,19.0,2,1.0,1030.0,0,1,0,0,2
190.0,70.0,-74.0,4,3.0,278.0,0,1,0,0,0
386.0,40.0,-41.0,3,2.0,312.0,0,0,0,0,0
41.0,10.0,-13.0,1,2.0,512.0,1,1,0,0,0
958.0,85.0,-170.0,1,5.0,150.0,0,1,0,0,3
251.0,42.0,23.0,2,1.0,860.0,0,1,0,0,0
2092.0,55.0,100.0,1,2.0,403.0,0,1,0,0,4
307.0,30.0,55.0,1,3.0,276.0,0,1,0,0,2
945.0,60.0,-33.0,3,3.0,166.0,1,1,0,0,0
1672.0,110.0,214.0,1,1.0,1029.0,0,1,0,0,0
695.0,45.0,1.0,1,3.0,439.0,0,1,0,0,5
650.0,10.0,-87.0,3,2.0,658.0,0,1,0,0,0
0.0,20.0,0.0,1,2.0,352.0,0,1,0,0,1
0.0,20.0,0.0,3,3.0,486.0,1,1,0,0,2
158.0,60.0,76.0,2,3.0,545.0,0,1,1,0,0
746.0,50.0,-89.0,1,2.0,88.0,1,0,0,0,3
965.0,70.0,82.0,2,4.0,28.0,0,1,0,0,2
151.0,30.0,-136.0,1,3.0,459.0,1,1,0,0,1
774.0,42.0,-164.0,2,3.0,150.0,0,1,0,0,0
52.0,20.0,34.0,1,1.0,860.0,0,0,0,0,1
724.0,50.0,-127.0,1,2.0,35.0,0,1,0,0,0
789.0,60.0,272.0,1,2.0,432.0,0,1,0,0,3
280.0,30.0,39.0,1,1.0,921.0,0,0,0,0,0
55.0,13.0,-46.0,2,1.0,1028.0,0,1,1,0,2
289.0,30.0,54.0,1,1.0,859.0,0,1,0,0,5
38.0,17.0,-3.0,1,2.0,972.0,0,0,0,0,0
732.0,57.0,-66.0,2,3.0,303.0,0,1,0,0,0
140.0,50.0,-135.0,1,1.0,1028.0,0,1,0,0,4
556.0,170.0,-74.0,3,3.0,448.0,0,1,0,0,0
2544.0,99.0,568.0,3,3.0,223.0,1,1,0,0,0
439.0,60.0,-36.0,2,3.0,241.0,0,1,0,0,0
233.0,30.0,28.0,1,2.0,423.0,0,1,0,0,3
678.0,10.0,86.0,2,4.0,11.0,0,1,0,0,0
343.0,40.0,-244.0,2,2.0,316.0,0,1,0,0,0
2600.0,160.0,-341.0,2,2.0,453.0,1,1,0,0,0
113.0,30.0,0.0,3,2.0,468.0,1,1,0,0,0
20.0,20.0,-4.0,2,1.0,859.0,0,0,0,0,0
429.0,30.0,-50.0,1,5.0,166.0,0,1,0,0,0
144.0,30.0,75.0,1,2.0,332.0,0,1,0,0,0
1560.0,63.0,13.0,2,6.0,138.0,1,1,0,0,0
176.0,42.0,-3.0,2,2.0,318.0,1,1,0,0,2
49.0,30.0,-41.0,1,1.0,921.0,0,0,0,0,0
104.0,22.0,15.0,2,5.0,638.0,0,0,0,0,0
140.0,45.0,16.0,1,2.0,223.0,0,1,0,0,2
457.0,70.0,-162.0,1,3.0,201.0,0,1,0,0,0
443.0,50.0,-93.0,1,3.0,483.0,0,1,0,0,0
89.0,45.0,94.0,1,3.0,269.0,0,0,0,0,1
894.0,57.0,-178.0,2,2.0,852.0,0,0,0,0,0
860.0,60.0,-3.0,2,7.0,69.0,0,1,0,0,6
1207.0,85.0,595.0,1,2.0,239.0,0,1,0,0,3
122.0,20.0,-5.0,1,1.0,966.0,0,1,0,0,0
133.0,62.0,86.0,1,2.0,378.0,0,1,0,0,2
690.0,77.0,130.0,1,3.0,524.0,0,1,0,0,3
112.0,30.0,10.0,1,3.0,250.0,0,1,0,0,0
76.0,17.0,59.0,1,3.0,433.0,0,1,0,0,0
386.0,50.0,-184.0,2,4.0,440.0,0,1,0,0,6
298.0,45.0,-57.0,1,1.0,858.0,0,1,0,0,0
1932.0,60.0,138.0,1,3.0,467.0,1,1,0,0,3
150.0,30.0,-76.0,3,1.0,919.0,0,0,0,0,0
638.0,42.0,38.0,2,2.0,290.0,0,1,0,0,0
9.0,13.0,-5.0,1,1.0,965.0,0,0,0,0,0
386.0,50.0,-61.0,2,1.0,1026.0,0,0,0,0,2
1086.0,64.0,362.0,1,5.0,74.0,0,1,0,0,4
221.0,42.0,-56.0,2,2.0,279.0,0,1,0,0,2
539.0,38.0,-199.0,1,2.0,713.0,0,1,0,0,3
1049.0,40.0,96.0,1,3.0,87.0,1,1,0,0,4
111.0,45.0,-4.0,2,3.0,199.0,0,1,0,0,0
178.0,30.0,-113.0,2,3.0,376.0,1,1,0,0,0
1766.0,90.0,57.0,1,4.0,9.0,0,1,0,0,5
544.0,105.0,-37.0,2,3.0,183.0,0,1,0,0,0
18.0,20.0,-15.0,2,1.0,1026.0,0,0,0,0,0
150.0,30.0,-28.0,1,1.0,857.0,0,0,0,0,5
412.0,35.0,-44.0,2,3.0,131.0,0,1,0,0,0
68.0,30.0,-34.0,1,4.0,300.0,0,1,0,0,2
58.0,28.0,-58.0,1,1.0,857.0,0,0,0,0,0
103.0,36.0,-88.0,2,3.0,256.0,0,1,0,0,3
9.0,17.0,-9.0,1,1.0,919.0,0,1,0,0,3
337.0,60.0,-104.0,2,3.0,300.0,0,1,0,0,0
37.0,30.0,-5.0,2,1.0,918.0,0,0,0,0,0
145.0,42.0,81.0,3,2.0,22.0,0,1,0,0,0
60.0,30.0,-4.0,1,1.0,918.0,0,1,0,0,2
769.0,60.0,-219.0,1,3.0,276.0,0,1,0,0,2
1826.0,85.0,1473.0,2,7.0,37.0,1,1,0,0,2
366.0,45.0,-68.0,1,2.0,158.0,0,1,0,0,0
969.0,85.0,-88.0,1,2.0,716.0,0,1,0,0,5
33.0,17.0,7.0,1,1.0,856.0,0,1,0,0,0
298.0,30.0,-116.0,1,5.0,690.0,0,1,0,0,3
20.0,70.0,0.0,2,3.0,590.0,0,1,0,0,2
55.0,30.0,-10.0,3,1.0,964.0,0,1,0,0,0
343.0,50.0,-88.0,1,2.0,458.0,0,1,0,0,0
0.0,5.0,0.0,1,1.0,1025.0,0,0,0,0,0
2.0,70.0,-2.0,2,1.0,1025.0,1,1,0,0,2
268.0,30.0,-96.0,1,5.0,57.0,0,1,0,0,0
414.0,50.0,198.0,1,2.0,849.0,0,1,0,0,0
355.0,45.0,-36.0,1,2.0,193.0,0,1,0,0,2
128.0,10.0,-128.0,1,3.0,532.0,0,0,0,0,4
9.0,18.0,-4.0,1,1.0,856.0,0,1,1,0,3
282.0,45.0,28.0,2,3.0,53.0,0,1,0,0,2
160.0,40.0,74.0,1,3.0,379.0,0,1,0,0,0
201.0,42.0,-24.0,2,2.0,806.0,0,1,0,0,0
1313.0,10.0,0.0,2,3.0,127.0,1,1,0,0,0
30.0,72.0,0.0,1,3.0,9.0,0,1,0,0,3
716.0,61.0,-68.0,1,2.0,461.0,0,1,0,0,0
263.0,30.0,-101.0,1,2.0,433.0,0,1,0,0,1
54.0,25.0,-4.0,1,1.0,917.0,0,1,0,0,2
864.0,75.0,220.0,1,1.0,917.0,0,1,0,0,0
94.0,30.0,-60.0,1,3.0,385.0,0,1,0,0,0
986.0,95.0,294.0,3,2.0,688.0,0,1,0,0,0
593.0,32.0,-90.0,2,1.0,855.0,0,0,0,0,0
28.0,30.0,-17.0,1,1.0,1024.0,0,1,0,0,0
239.0,30.0,136.0,1,2.0,742.0,0,0,0,0,5
147.0,30.0,-92.0,1,1.0,1024.0,0,1,0,0,0
992.0,95.0,-175.0,2,2.0,997.0,0,0,0,0,3
220.0,30.0,-22.0,1,2.0,227.0,0,1,0,0,0
1147.0,60.0,221.0,1,3.0,127.0,0,1,0,0,4
892.0,53.0,-648.0,1,2.0,391.0,0,1,0,0,0
465.0,50.0,359.0,1,3.0,542.0,1,0,0,0,0
426.0,10.0,-132.0,3,7.0,9.0,0,1,0,0,2
952.0,75.0,-180.0,2,6.0,39.0,0,1,0,0,0
199.0,45.0,78.0,1,4.0,105.0,0,1,2,1,2
274.0,30.0,41.0,1,3.0,724.0,1,1,0,0,0
1010.0,45.0,-953.0,1,5.0,412.0,0,1,0,0,5
417.0,56.0,-63.0,3,1.0,1023.0,0,1,0,0,2
131.0,33.0,66.0,1,1.0,916.0,0,1,0,0,0
363.0,45.0,-127.0,2,3.0,848.0,0,1,0,0,3
26.0,10.0,20.0,2,1.0,1023.0,0,0,0,0,0
1144.0,73.0,464.0,1,2.0,584.0,0,0,0,0,0
78.0,30.0,-43.0,1,2.0,315.0,0,1,0,0,5
32.0,25.0,5.0,1,3.0,657.0,0,1,0,0,2
209.0,45.0,57.0,1,2.0,964.0,0,0,0,0,0
167.0,40.0,-45.0,1,3.0,246.0,0,1,0,0,0
443.0,45.0,180.0,2,3.0,413.0,0,1,0,0,2
0.0,10.0,0.0,1,1.0,916.0,0,1,0,0,0
50.0,30.0,32.0,1,1.0,853.0,0,1,0,0,0
99.0,42.0,41.0,2,2.0,620.0,0,0,0,0,0
127.0,30.0,86.0,1,1.0,915.0,0,1,0,0,0
799.0,72.0,401.0,1,4.0,74.0,0,1,0,0,0
128.0,30.0,34.0,1,2.0,853.0,0,0,0,0,0
612.0,45.0,173.0,3,3.0,219.0,0,1,0,0,0
1318.0,90.0,405.0,1,4.0,507.0,0,0,0,0,2
402.0,40.0,-68.0,1,2.0,108.0,0,1,1,0,0
1804.0,95.0,-8.0,1,7.0,145.0,0,1,0,0,1
243.0,26.0,163.0,1,2.0,497.0,0,1,0,0,0
932.0,100.0,120.0,1,2.0,578.0,1,1,0,0,0
304.0,30.0,-47.0,1,1.0,1021.0,0,1,0,0,0
165.0,25.0,-27.0,1,3.0,147.0,1,1,0,0,3
705.0,62.0,128.0,1,2.0,804.0,0,0,0,0,0
506.0,55.0,-59.0,4,3.0,60.0,0,1,0,0,0
85.0,43.0,-51.0,1,1.0,914.0,0,1,0,0,2
356.0,50.0,-106.0,1,3.0,400.0,0,1,0,0,3
706.0,50.0,-310.0,1,1.0,1021.0,0,0,0,0,0
58.0,30.0,-6.0,3,1.0,914.0,0,1,0,0,2
215.0,45.0,7.0,1,1.0,1021.0,0,1,0,0,0
170.0,30.0,-33.0,1,1.0,852.0,0,1,0,0,0
915.0,85.0,133.0,2,5.0,36.0,0,0,0,0,0
906.0,50.0,5.0,1,2.0,326.0,0,1,0,0,3
1196.0,89.0,111.0,2,7.0,316.0,0,1,0,0,2
2609.0,75.0,405.0,2,4.0,91.0,1,1,0,0,0
142.0,30.0,112.0,1,2.0,582.0,1,1,0,0,3
642.0,60.0,8.0,2,2.0,322.0,0,1,0,0,0
115.0,30.0,-6.0,2,1.0,1021.0,0,1,0,0,0
374.0,50.0,-60.0,1,3.0,194.0,0,1,1,0,2
444.0,50.0,-64.0,2,3.0,834.0,1,1,0,0,0
419.0,55.0,-130.0,1,7.0,133.0,1,1,1,0,5
944.0,75.0,-148.0,1,4.0,20.0,1,1,0,0,0
31.0,30.0,4.0,2,1.0,959.0,0,0,0,0,0
139.0,25.0,-56.0,2,2.0,403.0,0,1,0,0,0
1034.0,65.0,-688.0,2,7.0,103.0,0,1,0,0,2
341.0,70.0,74.0,1,5.0,488.0,0,1,0,0,0
31.0,30.0,6.0,1,1.0,1020.0,0,1,0,0,0
1044.0,150.0,-221.0,2,2.0,201.0,0,1,0,0,0
24.0,25.0,4.0,2,3.0,19.0,0,1,0,0,2
856.0,10.0,123.0,3,1.0,850.0,0,1,0,0,0
609.0,35.0,32.0,1,1.0,1019.0,0,1,0,0,0
1912.0,85.0,1109.0,2,7.0,26.0,0,1,0,0,0
63.0,35.0,51.0,12,5.0,531.0,0,1,0,0,2
94.0,25.0,-84.0,2,1.0,1019.0,0,1,0,0,2
106.0,30.0,-106.0,1,2.0,690.0,1,1,0,0,0
1920.0,60.0,-152.0,2,4.0,9.0,1,1,0,0,2
1103.0,40.0,-100.0,1,7.0,190.0,1,1,1,1,0
176.0,30.0,22.0,1,2.0,543.0,0,1,0,0,4
45.0,42.0,-45.0,6,1.0,958.0,0,0,0,0,0
140.0,35.0,-58.0,2,1.0,850.0,0,1,0,0,0
555.0,50.0,-17.0,1,3.0,400.0,0,1,0,0,0
7.0,30.0,-7.0,1,1.0,958.0,0,1,0,0,0
108.0,32.0,-85.0,1,2.0,48.0,0,1,0,0,0
139.0,25.0,-125.0,1,1.0,850.0,0,0,0,0,0
829.0,60.0,-673.0,1,5.0,31.0,0,1,0,0,4
195.0,50.0,15.0,1,6.0,376.0,0,1,0,0,0
237.0,50.0,93.0,1,5.0,189.0,0,1,0,0,0
226.0,26.0,-29.0,1,2.0,483.0,0,1,0,0,2
182.0,45.0,76.0,1,3.0,12.0,0,1,0,0,0
1043.0,80.0,-141.0,1,5.0,430.0,1,1,0,0,3
895.0,60.0,-115.0,3,4.0,346.0,0,1,0,0,0
1634.0,85.0,-37.0,3,14.0,122.0,0,1,2,2,2
98.0,30.0,-2.0,2,1.0,957.0,0,1,0,0,0
388.0,39.0,-172.0,1,2.0,293.0,0,1,0,0,0
855.0,55.0,-122.0,1,4.0,19.0,0,0,0,0,4
97.0,30.0,141.0,2,2.0,482.0,1,1,0,0,0
960.0,60.0,344.0,2,5.0,285.0,0,1,0,0,2
285.0,70.0,-58.0,1,2.0,698.0,0,1,0,0,0
139.0,30.0,-31.0,1,1.0,957.0,0,1,0,0,0
541.0,40.0,-398.0,2,6.0,10.0,0,0,0,0,0
394.0,40.0,68.0,1,1.0,1018.0,0,0,0,0,0
551.0,45.0,-120.0,1,3.0,157.0,0,1,0,0,0
458.0,50.0,-250.0,1,3.0,308.0,1,1,0,0,3
1488.0,85.0,53.0,1,2.0,310.0,0,1,0,0,5
406.0,45.0,-17.0,2,2.0,519.0,0,1,0,0,0
28.0,30.0,2.0,1,6.0,537.0,0,1,0,0,0
1646.0,160.0,444.0,2,6.0,317.0,0,1,0,0,2
267.0,50.0,114.0,1,5.0,93.0,0,1,0,0,2
145.0,10.0,-11.0,2,3.0,200.0,0,1,0,0,2
1048.0,60.0,139.0,1,5.0,141.0,0,1,0,0,5
144.0,35.0,-58.0,1,2.0,200.0,0,1,0,0,0
116.0,42.0,-9.0,2,2.0,400.0,0,1,0,0,0
106.0,30.0,-7.0,1,2.0,639.0,0,1,0,0,1
541.0,70.0,-200.0,1,2.0,606.0,0,1,0,0,0
56.0,30.0,-16.0,1,1.0,956.0,0,0,0,0,0
848.0,50.0,71.0,1,2.0,141.0,0,1,0,0,6
466.0,50.0,-44.0,2,1.0,910.0,0,1,0,0,0
295.0,95.0,-176.0,2,1.0,910.0,0,1,0,0,0
15.0,42.0,-15.0,2,1.0,910.0,1,0,0,0,0
854.0,60.0,-268.0,1,1.0,956.0,0,1,0,0,0
6.0,32.0,16.0,2,1.0,956.0,0,1,0,0,0
914.0,56.0,-49.0,1,3.0,95.0,0,1,0,0,3
517.0,50.0,-230.0,1,1.0,848.0,0,1,0,0,3
326.0,32.0,135.0,2,1.0,1017.0,0,0,0,0,0
630.0,60.0,-630.0,2,2.0,171.0,0,1,0,0,2
0.0,30.0,0.0,1,1.0,955.0,0,0,0,0,1
64.0,32.0,0.0,2,1.0,909.0,0,1,0,0,0
733.0,57.0,-149.0,2,2.0,328.0,0,1,0,0,0
123.0,30.0,28.0,1,1.0,846.0,0,1,0,0,0
311.0,45.0,60.0,4,1.0,847.0,1,0,0,0,0
447.0,70.0,-119.0,2,2.0,440.0,0,1,0,0,0
2777.0,200.0,-461.0,2,7.0,38.0,0,1,0,0,4
7.0,5.0,-1.0,2,2.0,433.0,1,0,0,0,0
74.0,30.0,1.0,1,1.0,909.0,0,1,0,0,0
40.0,17.0,27.0,2,2.0,916.0,0,0,0,0,0
582.0,60.0,-210.0,1,3.0,505.0,0,1,0,0,4
299.0,50.0,-296.0,1,1.0,846.0,0,0,0,0,0
27.0,30.0,38.0,1,1.0,1015.0,0,0,0,0,0
206.0,50.0,-36.0,2,1.0,954.0,0,1,0,0,0
70.0,73.0,40.0,2,2.0,24.0,1,1,0,0,0
2067.0,59.0,172.0,1,2.0,83.0,0,1,0,0,6
82.0,30.0,26.0,2,2.0,205.0,1,1,0,0,0
885.0,50.0,-69.0,1,2.0,539.0,0,1,0,0,2
192.0,30.0,-64.0,1,1.0,1015.0,0,1,0,0,0
520.0,45.0,172.0,2,2.0,646.0,0,1,0,0,0
728.0,64.0,306.0,2,5.0,7.0,0,1,0,0,2
1321.0,60.0,763.0,1,5.0,13.0,0,1,0,0,4
330.0,70.0,-108.0,3,3.0,187.0,0,1,0,0,0
514.0,38.0,11.0,1,1.0,908.0,0,1,0,0,6
774.0,45.0,98.0,1,1.0,846.0,0,1,0,0,3
2677.0,130.0,-200.0,1,2.0,158.0,0,1,0,0,0
306.0,31.0,15.0,3,2.0,761.0,1,1,0,0,2
853.0,60.0,-89.0,1,3.0,291.0,1,1,0,0,0
201.0,95.0,-26.0,2,2.0,335.0,0,1,0,0,0
1627.0,96.0,70.0,2,3.0,284.0,0,1,1,1,3
102.0,30.0,74.0,1,1.0,953.0,0,1,0,0,0
818.0,60.0,204.0,1,3.0,262.0,0,1,0,0,6
441.0,50.0,49.0,1,1.0,907.0,0,1,0,0,0
162.0,70.0,50.0,3,4.0,178.0,0,1,0,0,0
342.0,50.0,-80.0,1,2.0,845.0,1,0,0,0,3
507.0,50.0,325.0,2,2.0,28.0,0,1,0,0,0
108.0,30.0,-34.0,1,6.0,328.0,0,1,0,0,0
175.0,30.0,0.0,3,4.0,510.0,0,1,0,0,2
974.0,45.0,-135.0,1,2.0,326.0,0,1,0,0,0
277.0,30.0,-36.0,5,3.0,246.0,0,1,0,0,0
442.0,45.0,-94.0,1,4.0,17.0,0,0,0,0,2
345.0,30.0,90.0,1,3.0,242.0,0,1,0,0,3
834.0,70.0,115.0,3,5.0,143.0,0,1,0,0,4
70.0,40.0,-22.0,1,1.0,907.0,0,0,0,0,0
28.0,10.0,11.0,1,1.0,845.0,0,0,0,0,3
62.0,27.0,188.0,2,1.0,845.0,0,0,1,0,0
156.0,30.0,-20.0,2,2.0,407.0,0,1,0,0,2
3.0,17.0,1.0,1,1.0,953.0,1,0,0,0,0
123.0,30.0,52.0,1,1.0,907.0,0,0,0,0,0
110.0,30.0,-5.0,1,1.0,907.0,0,0,0,0,0
441.0,60.0,-265.0,2,2.0,20.0,0,1,0,0,6
368.0,33.0,166.0,1,1.0,953.0,0,0,0,0,0
1110.0,45.0,40.0,1,2.0,327.0,0,1,0,0,3
89.0,30.0,-1.0,1,1.0,953.0,0,1,0,0,2
148.0,30.0,-63.0,1,3.0,190.0,0,1,0,0,0
227.0,30.0,-103.0,2,1.0,844.0,0,1,0,0,2
648.0,50.0,84.0,1,3.0,181.0,1,1,0,0,0
759.0,60.0,-85.0,1,2.0,452.0,0,1,0,0,0
640.0,50.0,-66.0,2,2.0,160.0,0,1,0,0,3
164.0,70.0,-20.0,3,2.0,616.0,1,1,0,0,0
887.0,37.0,-833.0,2,3.0,687.0,1,1,0,0,0
190.0,60.0,-4.0,2,4.0,457.0,0,1,0,0,0
762.0,100.0,-210.0,1,1.0,906.0,0,0,0,0,0
547.0,48.0,31.0,1,2.0,645.0,1,1,0,0,3
928.0,85.0,168.0,1,3.0,542.0,0,1,0,0,3
0.0,30.0,0.0,2,1.0,844.0,0,1,0,0,4
197.0,35.0,-47.0,1,1.0,952.0,0,1,0,0,2
4.0,30.0,-4.0,1,1.0,952.0,0,1,0,0,0
103.0,30.0,117.0,1,1.0,844.0,0,1,0,0,0
977.0,55.0,25.0,1,4.0,410.0,0,1,0,0,2
62.0,30.0,-8.0,1,2.0,841.0,0,1,0,0,0
250.0,50.0,46.0,2,4.0,158.0,0,1,0,0,2
715.0,57.0,-41.0,3,2.0,213.0,0,1,0,0,3
158.0,30.0,58.0,2,2.0,604.0,0,1,0,0,0
30.0,30.0,-5.0,2,1.0,1012.0,0,1,0,0,0
380.0,50.0,-40.0,1,1.0,951.0,0,1,0,0,0
1178.0,13.0,597.0,2,4.0,572.0,0,1,0,0,0
500.0,50.0,267.0,1,2.0,520.0,1,1,0,0,0
